Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3949|5060534|071|4|DE LA RGCE 4.5.31 VIGENTE. EXPORTACION DE CONTENEDORES VACIOS LOS CUALES RETORNAN EN SU MISMO ESTADO. LA PRESENTE OPERA|1|2026-01-08 17:52:02|
1869|6000030|180|5|USTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA|1|2026-01-30 11:04:00|
1680|5031252|800|2|5002694EMPRESA QUE ENAJENA: APTIV SERVICES US, LLC ADVANCED SAFETY & USER EXPERIENCE 5725 INNOVATION DR,M/C 483-400-KOK|1|2026-01-28 12:58:01|
3147|6001295|470|1|NACIONALIZACION DEL PEDIMENTO F2: 25-85-3147-5005393ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DE|1|2026-01-21 11:53:01|
3147|5038781|470|5|00-00-2025-5374 CUYA VIGENCIA INICIA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO.EL FACTOR DE|1|2026-01-29 22:00:01|
1869|6000052|180|5|USTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA|1|2026-01-27 16:41:01|
1680|6011275|240|4|N VII DE LA LEY DE TENENCIANODRIZA SIN SELLO FISCAL|1|2026-01-28 18:10:03|
1680|5050307|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 14:57:02|
1680|5092145|240|7|SFORMACION, ENSAMBLE O REPARACION, CON LA SIGUIENTE RAZON SOCIAL: THYSSENKRUPP MATERIALS DE MEXICONUMERO DE PLANTA: 1109|1|2026-01-08 09:11:02|
3147|6001384|470|4|UMERAL 4.3.2.10 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOT|1|2026-01-23 12:01:01|
1680|6011274|240|2|EHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE PAGO|1|2026-01-28 17:59:01|
3949|6000020|670|5|INICIA EL 02 DE SEPTIEMBRE DE 2025 MOTIVO DEL CUAL SE DECLARA ESTE ULTIMO|1|2026-01-26 13:42:00|
1669|6001813|810|11|OPERACION SE REALIZA AL AMPARO DEL DEPOSITO FISCAL: 500-00-00-00-00-2025-5374EL IMPORTADOR CUENTA CON AUTORIZACION DE D|1|2026-01-30 11:25:01|
3147|6001761|470|3|02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029AREA PD    PLANTA: 05008   TIPO DE MATERIAL: PROTOTIPOINCOTERM: FCA|2|2026-01-30 17:29:02|
1680|5031252|800|7|UAMATLA, C.P 54730, CUAUTITLAN IZCALLI, MEXICO. GSBD: G261YPLANTA: AP23A CODIGO NO: 1101|1|2026-01-28 12:58:01|
1669|6900377|510|12|NTO ORIGINALCONTRIBFPIMPORTEDTA0578595IVA012670718PRV0290IVA PRV046PEDIMENTO ACTUALCONTRIBFPIMPORTEDTA0579498IVA01269051|2|2026-01-05 15:03:01|
1680|5031275|800|9|-00-2025-5374GSDB CODE: GPB6APLANTA: AP23A CODIGO NO: 1101|1|2026-01-08 16:47:00|
1680|5031298|800|6|00-2025-5374EMPRESA QUE RECIBE: FORD MOTOR COMPANY SA DE CV, FMO8304236C5, BOULEVARD HENRY FORD, 33, ESQ LINCOLN PARQUE|1|2026-01-29 16:53:02|
1680|5031253|800|5|. DE C.V., HENRY FORD 100 PISO 5 COL.SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO8|1|2026-01-28 12:58:02|
3569|5027459|232|11|257W0KXS5;USD;40.410|1|2026-01-06 11:29:00|
1680|5031252|800|6|FORD MOTOR COMPANY SA DE CV, RFC: FMO8304236C5, AUTOPISTA MEXICO QUERETARO KM.36.5, LOTE 4, NO. 491, PARQUE INDUSTRIAL C|1|2026-01-28 12:58:01|
1680|6002504|800|3|ENAMIENTO. PARA IMPORTARSE DEFINITIVAMENTE DE CONFORMIDAD CON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL|1|2026-01-28 17:10:06|
1680|6011257|240|1|FACTURAS CON MAS DE 15 CARACTERES: BNSF301986-A76333-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-21 18:27:08|
1680|5031294|800|7|5374EMPRESA QUE RECIBE: FORD MOTOR COMPANY S.A. DE C.V., PLANTA DE ESTAMPADO Y ENSAMBLE CUAUTITLAN RFC: FMO8304236C5. NU|1|2026-01-14 14:56:01|
1669|5007004|810|6|PERACION SE REALIZA AL AMPARO DEL DEPOSITO FISCAL: 500-00-00-00-00-2025-5374EL IMPORTADOR CUENTA CON AUTORIZACION DE DEP|1|2026-01-08 12:23:03|
1680|6011256|240|3|DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRACCIO|1|2026-01-21 14:40:03|
1680|6011287|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX942352-131715-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-31 14:44:01|
3147|5038653|470|15|2-34EE-42C3-8E33-8A5984326DD3,E6E8BFB7-265C-4779-9583-554F349AADC0UUID CARTA PORTE:0D0CE7A5-9A5E-45E3-B1F0-C4387E6D2491,|1|2026-01-29 22:06:01|
1680|5035179|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 16:01:01|
3147|6001327|470|3|MENTO: 25-47-3147-5031272/ FACTOR INCREMENTABLES: 0.10194SEGUROS : 0.0000100FLETES: 0.1019300/ PLANTA: 1602/ TIPO DE MAT|1|2026-01-27 11:33:01|
1680|6011254|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX704271-A76310-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-20 18:30:09|
3147|6001010|650|3|5 AL 15 DE NOVIEMBRE DEL 2029PLANTA: 5008 TIPO DE MATERIAL: PROTOTIPOINCOTERM: DAPUUID CARTA PORTE: B290A9EF-6C5B-41BF-8|1|2026-01-13 12:35:01|
1680|5000279|230|2|TO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS|1|2026-01-08 13:14:00|
1680|6002471|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|1|2026-01-21 15:15:05|
1680|6011285|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-31 14:41:02|
1669|5023108|430|5|-B5A1-E0DC3B39F629,5D35FAFD-A574-8F4D-B62B-E4C56578C32D,5E9ECC4D-6065-E949-AB4B-63782B120C61,7116EDCD-616B-D44A-AD63-D13|1|2026-01-06 10:08:00|
1869|6000036|180|9|SERVICE CENTER|1|2026-01-21 16:06:00|
3949|6000507|670|1|PLANTA: 4133A TIPO DE MATERIAL: SCRAP DE MATERIAL PRODUCTIVO EL IMPORTADOR CUENTA CONAUTORIZACION DE DEPOSITO FISCAL PAR|1|2026-01-26 14:03:01|
3147|6001325|470|7|MISMA, DEL MANUAL DE OPERACION ADUANERA EN VIGOR.ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOS|1|2026-01-21 17:57:01|
1680|6011241|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX702602-A00625-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-16 18:26:13|
1680|6011230|240|3|AGO DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRA|1|2026-01-12 18:09:08|
3949|6000017|670|2|ACIONALIZACION DE MATERIAL DE GARANTIAS. EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTO|1|2026-01-22 11:38:02|
1680|5031271|800|2|5013974EMPRESA QUE ENAJENA: GKN DRIVELINE N.AMERICA INC-DNM DIVISION 2200 N. OPDYKE RD. TAX ID 13-2886932 132886932-MXT|1|2026-01-19 08:45:01|
1680|6002502|800|5|O.NACIONALIZACION DE DESECHOS Y DESPERDICIOS DE SCRAP (PLASTICO-ALUMINIO)EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PAR|1|2026-01-26 13:32:00|
3949|5060543|071|1|PEDIMENTO CONSOLIDADO DEL 08 AL 14 DE DICIEMBRE DEL 2025 EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA L|1|2026-01-08 19:55:02|
1680|6002466|800|1|NACIONALIZACION DEL PEDIMENTO F2: 24 24 1680 4044990EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:02|
1680|6011275|240|3|DE TENENCIA Y DE ISAN POR SER DISTRIBUIDORA DE AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRACCIO|1|2026-01-28 18:10:03|
3129|5026337|240|6|, AV.INDUSTRIA MINERA NO.502 QUERETARO CP 76220 HUTCHINSON AUTOPARTES MEXICO SA DE CV , CARR. PANAMERICANA KM.288 5 B-1|1|2026-01-14 09:03:03|
3949|5000635|670|6|, ESTADO DE MEXICO, MEXICO. RFC: FMO8304236C5. NUMERO DE AUTORIZACION DE DEPOSITO FISCAL:500-00-00-00-00-2025-5374 EMPRE|1|2026-01-12 10:16:01|
3147|6001296|470|2|POSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENVIA DEL 02 DE SEPTIEMBRE DEL 202|1|2026-01-21 12:54:01|
1733|6002677|640|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.CAMBIO DE REGIMEN PEDI|1|2026-01-28 18:13:05|
1669|5023789|430|4|IGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.EL CONOCIMIENTO DE E|1|2026-01-08 14:57:00|
3147|6001206|470|2|O FISCAL NO. 326-SAT-57813 OTORGADO EL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DE SEPTIEMBRE DEL|2|2026-01-20 16:41:02|
1680|6000824|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25-24-1680-5086248, QUE RECTIFICA AL PEDIMENTO F2: 25-24-1680-4014867. PARA IMPORTARSE|1|2026-01-30 14:26:01|
1680|5000827|240|2|000020255374PE 02007FACTOR DE AJUSTE: 0.2394|1|2026-01-27 11:36:02|
3949|5000067|480|3|Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO ESTA OPERACION SE REALIZA AL AMP|1|2026-01-08 18:38:03|
1680|5031275|800|8|UAMATLA, C.P. 54730, CUAUTITLAN IZCALLI, MEXICO RFC FMO8304236C5 NUMERO DE AUTORIZACION DE DEPOSITO FISCAL: 500-00-00-00|1|2026-01-08 16:47:00|
1680|5031252|800|4|-2006EMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO.|1|2026-01-28 12:58:01|
3147|6001327|470|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029/ CAMBIO DE REGIMEN PEDI|1|2026-01-27 11:33:01|
3147|6001014|650|8|ITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENVIA DEL 02 DE SEPTIEMBRE DEL 2025 A|1|2026-01-20 11:43:01|
1680|5031259|800|7|PRESA QUE RECIBE:FORD MOTOR COMPANY S.A. DE C.V.,  CUAUTITLAN BATTERY ASSEMBLY CIENCIAS #13, PARQUE INDUSTRIAL, CUAUTITL|1|2026-01-15 12:06:03|
3949|6000017|670|5|-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. FACTOR I|1|2026-01-22 11:38:02|
3147|6001325|470|12|STO AL VALOR AGREGADO. LA FACTURA 9861714612 DEL PRESENTE PEDIMENTO SE SUBDIVIDE DE CONFORMIDAD CON EL ARTICULO 36A DE L|1|2026-01-21 17:57:01|
3949|5004811|160|2|LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE|1|2026-01-08 14:47:02|
1680|5070741|240|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL MANUFACTURERA DE VEHICULO|1|2026-01-08 17:17:03|
1680|6002471|800|5|00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 202|1|2026-01-21 15:15:05|
1669|6900440|510|7|EDOCUMENT BLDICE:0438251BGGIL5DEBE DECIR: 0438261CM2EN7EDOCUMENT CARTA INCREMENTABLEDICE:01922515WUNH4DEBE DECIR:0192261|2|2026-01-28 15:44:01|
3147|5038482|470|7|DICIEMBRE DEL 2025UUID CARTA PORTE:530C224A-FBC0-41E5-A566-B4E7ABE8FC15|1|2026-01-08 15:49:01|
1869|6000030|180|9|TE MEXICO, S DE RL DE CV|1|2026-01-30 11:04:00|
1680|6011263|240|2|EHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE PAGO|1|2026-01-23 16:59:04|
1680|6024635|240|1|PLANTA:02007 FCSD / REFACCIONESFACTOR INCREMENTABLE SEGUROS: 0.00004|1|2026-01-26 13:49:06|
1680|5031260|800|3|8-3488309TRANSFIERE:TECNOLOGIA DE MOCION CONTROLADA MAQUILADORA AVE. RETORNO EL SAUCITO NO. 1020-B CHIHUAHUA CHI 31123 M|1|2026-01-12 14:42:01|
1680|5031276|800|5|DE C.V., HENRY FORD 100 PISO 5 COL.SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO83|1|2026-01-09 15:40:07|
1869|6000036|180|2|A EL DESPACHO ADUANERO DE ROLLOS DE LAMINA CON COPIA SIMPLE Y DE CONFORMIDAD CON LA REGLA 3.1.21. DE LAS REGLAS DE CARAC|1|2026-01-21 16:06:00|
3949|6000023|670|4|L OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA|1|2026-01-28 11:49:01|
1680|6002499|800|9|UAL DE OPERACION ADUANERA EN VIGOR. LA FACTURA SE RELACIONA CON LAS 3040’S 90215, 90216 Y 74097.|1|2026-01-27 14:44:00|
3949|5004815|160|5|CION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA|1|2026-01-08 11:59:06|
1680|6002468|800|6|9.PE: 01111|1|2026-01-21 15:15:04|
1680|6011253|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX709366-A00744-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-20 18:30:09|
1669|5023619|430|5|E NOVIEMBRE DEL 2029.PLANTA ENSAMBLADORA: 02007|1|2026-01-08 15:21:01|
1680|5031269|800|5|EX:119-2008   GSDB: CQAHG  CODIGO NO: 1701EMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V.,HENRY FORD 100 PISO 5 COL.|1|2026-01-13 11:21:08|
1680|6011267|240|2|EHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE PAGO|1|2026-01-23 16:59:08|
1680|6011274|240|4|N VII DE LA LEY DE TENENCIANODRIZA SIN SELLO FISCAL|1|2026-01-28 17:59:01|
1680|6002885|240|4|.32 DE LASRGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE MAYO DEL 2024.SE RECTIF|2|2026-01-14 17:45:08|
1669|6900440|510|13|AUCALPAN DE JUAREZ, ESTADO DE MEXICO, MEXICO (ESTADOS UNIDOS MEXICANOS), MISMA QUE FUE ACUSADA A LA AUTORIDAD FISCAL EL|2|2026-01-28 15:44:01|
3147|6001384|470|2|CRETO DEL MISMO NOMBRE Y LAS MERCANCIAS SE DESTINEN A LA PRODUCCION DE ALGUNO DE LOS BIENES DEL ARTICULO 4 DE DICHO ORDE|1|2026-01-23 12:01:01|
1669|6000815|510|2|ZA EN TERMINOS DEL NUMERAL 4.3.2.17 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA D|1|2026-01-31 11:06:01|
3129|5026337|240|17|O, GTO. CP.36275 TUPY MEXICO SALTILLO SA DE CV, BLVD.ISIDRO LOPEZ Z NO.4003,SALTILLO COAHUILA CP.25000 INALFA ROOF SYSTE|1|2026-01-14 09:03:03|
1680|5005498|230|5|L AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OB|1|2026-01-07 12:19:02|
3147|5038481|470|10|AUCALPAN DE JUAREZ, ESTADO DE MEXICO, MEXICO (ESTADOS UNIDOS MEXICANOS MISMA QUE FUE ACUSADA A LA AUTORIDAD FISCAL EL DI|1|2026-01-29 19:09:00|
1733|6002677|640|3|MENTO: 25-640-1733-5031439FACTOR INCREMENTABLES: 0.10194PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO|1|2026-01-28 18:13:05|
1680|6002466|800|6|9.PE: 01111|1|2026-01-21 15:15:02|
3949|5060534|071|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 17:52:02|
3147|5005612|850|5|025-5374 CUYA VIGENCIA INICIA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMOUUID CARTA PORTE:B59|1|2026-01-26 19:52:11|
3949|6900421|160|4|ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DE|1|2026-01-23 12:03:01|
1680|5031290|800|8|: 4133A|1|2026-01-14 08:38:00|
3147|5005657|850|1|AREA PDPLANTA: 05008TIPO DE MATERIAL:PROTOTIPOEL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA|1|2026-01-08 21:10:03|
1680|6011258|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-21 18:27:09|
3147|5005618|850|2|AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, M|1|2026-01-08 16:58:05|
3949|5000635|670|4|1 COMPLEJO INDUSTRIAL CHIHUAHUA, CP 31136, CHIHUAHUA CHIHUAHUA MEXICO RFC: FIN000317UN8 IMMEX NO:119-2008 GSDB CODE:DWXW|1|2026-01-12 10:16:01|
1680|5035180|800|11|FHTZD2220006929 13566. , FHTZD2220006939 13578. , FHTZD2220006965 13591|1|2026-01-19 16:02:02|
3129|6000613|240|14|CP 76220 FAURECIA SISTEMAS AUTOMOTRICES, KM.9.5 CARRETERA CONSTITUCION,QUERETARO QRTO. CP.76100 AMER AXLE & MFG. AV. COM|2|2026-01-21 16:01:11|
1680|6002504|800|1|NACIONALIZACION DEL PEDIMENTO F2: 23-24-1680-3022340 TRATANDOSE DE IMPORTADORES QUE CUENTEN CON PROSEC EN TERMINOS DEL D|1|2026-01-28 17:10:06|
1669|5000220|810|10|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 15:19:05|
1680|5031260|800|4|X RFC: TMC8908259T6 IMMEX: 4665-2006 GSBC: FCBPCEMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., SAN MATEO NOPALA, N|1|2026-01-12 14:42:01|
1680|6002468|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 4104983EXTRACCION DE MERCANCIAS EN DEPOSITO FISCAL PARA IMPORTARSE DEFINITI|1|2026-01-21 15:15:04|
1680|6011261|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-22 18:35:10|
3949|6000021|670|1|PLANTA: 4133A TIPO DE MATERIAL: SCRAP DE MATERIAL PROTOTIPO EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PAR|1|2026-01-28 11:28:01|
1680|5031285|800|4|EXICO 83297 R.F.C.SSC-040816-G99 IMMEX 5162-2006EMPRESA COMPRADORA: FORD MOTOR COMPANY S.A. DE C.V., SAN MATEO NOPALA, N|1|2026-01-13 10:45:03|
1680|6002453|800|2|VAMENTE DE CONFORMIDADCON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUALDE OPERA|1|2026-01-14 13:24:03|
1680|6011263|240|1|FACTURAS CON MAS DE 15 CARACTERES: TM2522-BT3841-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA DE V|1|2026-01-23 16:59:04|
3147|5009554|521|3|IDADOSSE ANEXAN GUIAS AEREAS ESTA OPERACION SE REALIZA DE CONFORMIDAD CON EL ART.36 PARRAFO I Y ARTS.37 Y 108 DE LA LEY|1|2026-01-08 18:36:01|
3949|5060523|071|2|MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE|1|2026-01-08 12:49:05|
1869|6000035|180|4|0-00-00-00-00-2025-5374. DE CONFORMIDAD CON LO DISPUESTO EN EL NUMERAL 4.3.2.8. DEL APARTADO DEPOSITO FISCAL PARA LA IND|1|2026-01-21 16:02:00|
1680|5005480|230|10|ER EN SUS INSTALACIONES LAS MERCANCIAS PARA LOS PROCESOS DE TRANSFORMACION, ENSAMBLE O REPARACION.CON LA SIGUIENTE RAZON|1|2026-01-06 19:04:02|
3949|5005113|160|16|/ 9702 PIEZAS VIAJAN DENTRO DEL CONTENEDOR SELU4273215FORD MOTOR COMPANY S.A. DE C.V. / 294 PIEZAS VIAJAN DENTRO DEL CON|1|2026-01-07 13:36:06|
1680|6011251|240|1|FACTURAS CON MAS DE 15 CARACTERES: TM2114-BT3838-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA DE V|1|2026-01-20 17:55:02|
3147|6001323|470|4|ABLE DEL MES DE ENERO: 0.10194LAS PARTIDAS 2, 3, 4 Y 6 DE LA PRESENTE OPERACION SE EFECTUA DE CONFORMIDAD CON EL ANEXO 2|1|2026-01-21 18:03:01|
1680|6002473|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-21 15:15:06|
3949|5004812|160|5|EL 2 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO|1|2026-01-08 16:50:09|
1680|6011240|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-15 18:33:18|
1680|6001005|230|6|PEDIMENTO DE CLAVE F2 26 23 1680 5000291SE EXENTA EL PAGO DEL DTA DE CONFORMIDAD CON LA REGLA GENERAL DE COMERCIO EXTER|1|2026-01-19 11:13:02|
1669|6001813|810|18|DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANARA EN VIGOR. SE H|1|2026-01-30 11:25:01|
3147|5005608|850|8|LA EN VIGOR SE SUBDIVIDE LA FACTURA 983928. SIENDO ESTA LA PRIMERA OPERACION. NOTA: SALEN 23 BULTOS CON PESO DE 72.46|1|2026-01-20 14:03:06|
1733|5036067|640|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVOLA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1|1|2026-01-02 15:19:01|
3147|5009552|521|8|N EL PEDIMENTO 3147-5009553 OP. 1 Y PEDIMENTO 3147-5009554 OP. 1 DEL 23/12/2025.PLANTA: 1301 MATERIAL PRODUCTIVO|1|2026-01-08 19:13:00|
1680|6000848|800|5|00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 202|1|2026-01-21 15:15:02|
1680|6002462|800|5|0-2025-5374 DEL 26 DE AGOSTO DEL 2005, CON PRORROGA DE 10 AÑOS A PARTIR DEL 01 DESEPTIEMBRE DEL 2015.PE: 01111|1|2026-01-14 13:26:02|
1680|6011229|240|1|FACTURAS CON MAS DE 15 CARACTERES: TTGX990853-A00543-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-09 19:07:12|
1680|6002507|800|6|0-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-30 15:24:02|
3147|5038480|470|4|326-SAT-57813  Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 0|1|2026-01-08 15:50:01|
1869|6000029|180|10|ARQUE INDUSTRIAL, C.P. 83299 HERMOSILLO, SONORA.RFC: NMM9805219G7.|1|2026-01-12 13:04:01|
